EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
103796,LAUDERDALE CO.,RHODESVILLE,05/08/2008,1057,Tornado, ,EF1,0,2,300000,0,AL,CST-6, ,17848,C,77,HUN,0,0,NWS Storm Survey, ,7.99,200,2,S,2,ENE,CENTRAL HGTS,05/08/2008,1104,34.84,-87.87,34.9047,-87.7531,"A tornado with peak winds of 90 mph began a path near the intersection of County Roads 14 and 16, about 2 miles northwest of Oakland and tracked into the Central Heights community.  The tornado produced moderate damage to five homes and uprooted several trees in its path.  One of the homes was destroyed along Waterloo Road near Feddler's One Stop Market in Oakland where two men were slightly injured by flying glass.  A mobile home was also overturned.  The tornado widened to 200 yards before narrowing to around 20 yards toward the end of its path.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",1
103532,COLBERT CO.,MIDWAY,05/08/2008,1139,Tornado, ,EF2,0,0,300000,0,AL,CST-6, ,17848,C,33,HUN,0,0,NWS Storm Survey, ,3.49,250,2,WNW,0,SW,FOSTERS MILL,05/08/2008,1144,34.7377,-87.4677,34.7698,-87.4202,"A surveillance camera from an equipment company northeast of Leighton captured a tornado on video picking up at least 2 cars and throwing them nearly 40 feet.  A home was destroyed and another heavily damaged along River Road and Second Street.  Large trees were snapped and uprooted near Fosters Mill at the intersection County Road 40.  An 18 wheeler was reported to be overturned in this area as well.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",2
103836,LAWRENCE CO.,LEMON HILL,05/08/2008,1145,Tornado, ,EF2,0,0,250000,0,AL,CST-6, ,17848,C,79,HUN,0,0,NWS Storm Survey, ,3.8,250,3,N,0,NE,WHEELER DAM VILLAGE,05/08/2008,1150,34.7698,-87.4202,34.8046,-87.366,"A tornado continued its track from Fosters Mill in Colbert County into the far northern tip of Lawrence County.  The tornado struck the Doublehead Resort and Lodge producing significant structural damage.  A 2-story house was completely lifted off its foundation and moved nearly 20 feet.  The entire west-facing side of this house was ripped off along with significant roof damage.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",3
103837,LAUDERDALE CO.,THORTONTOWN,05/08/2008,1151,Tornado, ,EF1,0,0,5000,0,AL,CST-6, ,17848,C,77,HUN,0,0,NWS Storm Survey, ,5.33,250,2,SSW,1,NNW,ROGERSVILLE,05/08/2008,1202,34.8046,-87.366,34.85,-87.29,"A tornado continued its track from the far northern tip of Lawrence County into Joe Wheeler State Park to 2 miles north of Rogersville.  The tornado produced sporadic damage to a garage and large trees in this path.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",4
98699,FAYETTE CO.,BAZEMORE,05/08/2008,1206,Tornado, ,EF1,0,0,25000,0,AL,CST-6, ,17069,C,57,BMX,0,0,NWS Storm Survey, ,5.68,100,3,SW,4,ESE,BAZEMORE,05/08/2008,1216,33.865,-87.733,33.8848,-87.6369,"The tornado initially touched down about two and a half miles southwest of the Bazemore Community, one mile north of the intersection of CR-50 and SR-129. The tornado then moved east-northeasward and crossed into Walker County near Barron Creek at State Highway 13.  In Fayette County, this tornado destroyed one shed, and damaged another.  Other damage in Fayette County was generally light, and confined mostly to snapped off and uprooted trees.","A strong storm system and associated cold front swept through Central Alabama, causing numerous severe thunderstorms and isolated tornadoes.",5
98701,WALKER CO.,ELDRIDGE,05/08/2008,1216,Tornado, ,EF1,0,0,20000,0,AL,CST-6, ,17069,C,127,BMX,0,0,NWS Storm Survey, ,5.36,50,3,SSW,0,NE,KANSAS,05/08/2008,1225,33.8848,-87.6391,33.902,-87.548,"The tornado that had previously touched down in Fayette County crossed into Walker County near Barron Creek at SR-13.  It then tracked east-northeastward to the Kansas Community, and lifted just before reaching US-78. In Walker County, numerous trees were snapped off and uprooted, including several very large trees in Kansas.","A strong storm system and associated cold front swept through Central Alabama, causing numerous severe thunderstorms and isolated tornadoes.",6
98703,WALKER CO.,MARIGOLD,05/08/2008,1300,Tornado, ,EF1,0,0,100000,0,AL,CST-6, ,17069,C,127,BMX,0,0,NWS Storm Survey, ,2.57,600,6,NE,9,ENE,MARIGOLD,05/08/2008,1305,33.9718,-87.1825,33.976,-87.138,"This tornado touched down on Blooming Grove Road, about six tenths of a mile south of CR-43 near the Marylee Community. From there, it moved almost due east, crossing CR-43 and Smith Lake. Along its path in Walker County, the tornado blew down or snapped off hundreds of trees, damaged or destroyed at least 6 chicken houses, and destroyed at least 5 boat houses at the Euskin Point Marina on Smith Lake.","A strong storm system and associated cold front swept through Central Alabama, causing numerous severe thunderstorms and isolated tornadoes.",7
103576,CULLMAN CO.,WHEAT,05/08/2008,1306,Tornado, ,EF1,0,0,20000,0,AL,CST-6, ,17848,C,43,HUN,0,0,NWS Storm Survey, ,0.7,100,5,SW,5,SW,WHEAT,05/08/2008,1307,33.9732,-87.1389,33.9755,-87.1269,"A tornado with winds up to 100 mph continued a track out of Walker County on Smith Lake.  Several trees were snapped and uprooted.  A roof was partially torn off of a chicken house.  The tornado lifted after nearly a 3/4 mile path, but then re-developed just a few miles further northeast near Sulpher Springs.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",8
103574,MORGAN CO.,OAK RIDGE,05/08/2008,1315,Tornado, ,EF0,0,0,10000,0,AL,CST-6, ,17848,C,103,HUN,0,0,NWS Storm Survey, ,0.86,50,0,SW,1,NE,OAK RIDGE,05/08/2008,1317,34.478,-87.0022,34.4876,-86.9928,"A tornado with peak winds speeds of 95 mph touched down near Goose Pond Road northwest of Hartselle, tracking northeast near Norris Mill Road to around Macabee Drive.  The tornado uprooted multiple medium to large trees, including one of 4-foot diameter.  Several smaller trees and branches were snapped.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",9
103579,CULLMAN CO.,TRIMBLE,05/08/2008,1320,Tornado, ,EF1,0,0,20000,0,AL,CST-6, ,17848,C,43,HUN,0,0,NWS Storm Survey, ,3.27,100,3,WSW,0,SE,TRIMBLE,05/08/2008,1332,34.0785,-86.9988,34.0978,-86.9467,"A tornado touched down again just east of Sulpher Springs tracking into the Trimble community before lifting.  The tornado uprooted or snapped several large trees.  Some trees damaged apartments and campers in this area.  Another tornado touched down a few more miles northeast on the east side of Cullman.","A quasi-linear convective system (QLCS) produced no less than five tornadoes and damaging thunderstorm winds across northern Alabama during the late morning through mid afternoon hours.",10
