EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10314281,LAMAR CO.,Vernon,04/20/1995,1903,Tornado,0,F1,0,6,650000,0,AL,CST, , ,C,75, ,0,0, , ,4,80,6,SW,0, , ,04/20/1995,1903, , , , ,"A tornado began about six miles southwest of Vernon just north of the location where County 9 crosses the Yellow Creek.  The tornado moved north directly toward Vernon, but lifted about two miles southwest of the center of town. ","",1
10313945,WINSTON CO.,Haleyville,04/20/1995,1954,Tornado,0,F1,0,17,450000,0,AL,CST, , ,C,133, ,0,0, , ,6,120,5,SW,0, , ,04/20/1995,1954, , , , ,"A tornado touched down about five miles southwest of Haleyville in Marion County along State Highway 129 and moved on a northeast track that took it into the northern section of Haleyville.  The tornado path covered about five miles in Marion County and one mile in Winston County.  The most significant damage occurred along State Highway 129 in Marion County and most of the injuries occurred in that area.  Most of those injured were in mobile homes at the time the storm hit.  Three mobile homes were destroyed along with three businesses.  Large hail, around one inch, was also reported in Haleyville with the storm. ","",2
10313834,WALKER CO.,Sumiton,04/22/1995,645,Tornado,0,F1,0,0,250000,0,AL,CST, , ,C,127, ,0,0, , ,1.5,60,0, ,0, , ,04/22/1995,645,33.75,-87.05, , ,"Several large oak trees were blown down in downtown Jasper.  Several streets were flooded due to heavy rain.  Small hail was also reported in Jasper, 10 miles north of Jasper, and Sumiton.  Alabama Power reported 12,000 customers without power in Carbon Hill, Jasper, Dora, Sumiton, and Parrish. A small tornado touched down in Sumiton causing substantial property damage to a number of buildings in the downtown area and downing numerous trees. ","",3
10314384,BALDWIN CO.,Loxley,04/22/1995,1705,Tornado,0,F0,0,0,0,0,AL,CST, , ,C,3, ,0,0, , ,.1,30,0, ,0, , ,04/22/1995,1705, , , , ,"A tornado briefly touched down between Loxley and Stapleton.  No damage  was found.  The length and width of the tornado were estimated. ","",4
10314523,ESCAMBIA CO.,Atmore,04/23/1995,1930,Tornado,0,F0,0,0,0,0,AL,CST, , ,C,53, ,0,0, , ,.1,30,0, ,0, , ,04/23/1995,1930,31.03,-87.50, , ,"A roaring sound was heard and a tornado briefly touched down along Interstate 65 near exit 57.  No damage was found.  Marble-size hail was also observed.  The length and width of the tornado were estimated. ","",5
10313846,MOBILE CO.,Mobile,05/09/1995,1005,Tornado,0,F0,0,0,2000,0,AL,CST, , ,C,97, ,0,0, , ,.1,50,7,NW,0, , ,05/09/1995,1008, , , , ,"A tornado was observed to touch down near the intersection of McCrary and Stone roads in the Semmes community.  Three mobile homes were damaged.   Trees were reported down near Lott and Dairy roads which is around the same area as the tornado touched down. ","",6
10314641,COVINGTON CO.,Opp,05/09/1995,1330,Tornado,0,F0,0,0,25000,0,AL,CST, , ,C,39, ,0,0, , ,2,100,4,WNW,0, , ,05/09/1995,1330,31.32,-86.32, , ,"A small tornado touched down about four miles northwest of Opp blowing the side off a mobile home, overturning a pump house, and downing several trees and power lines. ","",7
10313981,TALLADEGA CO.,Lincoln,05/09/1995,1840,Tornado,0,F0,0,1,10000,0,AL,CST, , ,C,121, ,0,0, , ,1,200,2,NE,0, , ,05/09/1995,1840,33.63,-86.08, , ,"A weak tornado occurred in northern Talladega County about two miles northeast of Lincoln.  The tornado downed numerous trees, and several structures sustained minor damage.  One person was injured when she was lifted into the air and dropped while trying to reach her storm shelter.  Numerous people reported seeing a funnel cloud at the time. ","",8
10313847,MOBILE CO.,Grand Bay,05/10/1995,40,Tornado,0,F0,0,0,0,0,AL,CST, , ,C,97, ,0,0, , ,.1,50,2,N,0, , ,05/10/1995,40,30.50,-88.35, , ,"A tornado was reported near the eleven mile marker two miles north of Grand Bay.  No damage was reported from the tornado. ","",9
10314549,COLBERT CO., ,05/18/1995,1551,Tornado,0,F1,0,0,80000,0,AL,CST, , ,C,33, ,0,0, , ,6.5,150,0, ,0, , ,05/18/1995,1551, , , , ,"A supercell thunderstorm moved out of Mississippi into Colbert County producing numerous reports of large hail.  A small tornado touched down about two miles east of the Muscle Shoals airport (MSL) and moved on a path about six and one-half miles in length.  Several buildings sustained some damage along with power lines and trees down.  Emergency Medical Association reported that five houses and three mobile homes were damaged. ","",10
