EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5128185,MONTGOMERY CO.,MONTGOMERY,01/09/2000,1556,Tornado, ,F0,0,1,20000,0,AL,CST, ,1090383,C,101,BMX,0,0,BROADCAST MEDIA, ,.1,20,6,SSW,6,SSW,MONTGOMERY,01/09/2000,1556, , , , ,"A weak tornado briefly touched down just south of exit 167 on I-65.  One motorists, traveling northbound, had his car spun around and overturned. The car was totaled and the driver sustained minor injuries.","",1
5127426,BULLOCK CO.,MIDWAY,01/09/2000,1622,Tornado, ,F0,0,0,0,0,AL,CST, ,2414825,C,11,BMX,0,0,EMERGENCY MANAGER, ,1,30,3,S,3,S,MIDWAY,01/09/2000,1623, , , , ,"A weak tornado briefly touched down near Midway.  Several trees were blown down.  No injuries were reported.","",2
5127502,MARENGO CO.,DIXONS MILLS,01/09/2000,2305,Tornado, ,F1,0,0,500000,0,AL,CST, ,1090209,C,91,MOB,0,0,EMERGENCY MANAGER, ,6.5,300, , , , ,DIXONS MILLS,01/09/2000,2325,32.05,-87.78333,32.05,-87.7,"A tornado was reported first touching down just inside the Marengo County line about 3 miles south of Dixons Mills.  The storm then crossed U. S. Highway 43 about 2.5 miles south of Dixons Mills .  Storm track was northeast...crossing County Road 37 and then across State Highway 10 just west of  County Road 55.  The storm then moved across County Roads 55 and 45.   Almost all the damage along this track was to trees.  The tornado appeared to be near tree top level along this path.

The storm then moved across County Road 56 near Surginer just to the east of County Road 45.  This is where most of the structural damage occurred. Two mobile homes were demolished.  One home sustained major roof damage, while two others suffered roof and structural damage along County Road 56.  Damage was also done to barns and outbuildings here.  The tornado lifted back into the cloud just north of County Road 56.  No injuries were reported.","",3
5135016,MONTGOMERY CO.,ADA,02/13/2000,1500,Tornado, ,F1,0,0,100000,0,AL,CST, ,1091564,C,101,BMX,0,0,NWS STORM SURVEY, ,11.4,300,2,SW,2,SW,ADA,02/13/2000,1517,32.08333,-86.3,32.2,-86.16667,"This was the first of three tornadoes produced by the same supercell thunderstorm.  The tornado moved across southern Montgomery County and produced an 11.4 mile track and was rated an F1.  The tornado began about 300 PM just southwest of Ada, and tracked to the northeast.  It lifted about 1 mile west of US 231, southwest of Teasleys Mill around 317 PM.  The tornado crossed CR 70 several times near the Davis Crossroads community.  Some of the most intense damage was a mile or two southwest of Davis Crossroads, where the Ramer Manufacturing Plant sustained considerable damage.  Several homes and mobile homes sustained damage along the path of the tornado, and hundreds of trees were snapped or uprooted.  At times, the tornado path was 300 yards wide.  A portion of the tornado was caught on video by a local television meteorologist.  The tornado was accompanied by nickel size hail.  No injuries were reported. Beginning: 32 04.788/86 18.621 Ending: 32 08.741/86 07.950","",4
5135020,MONTGOMERY CO.,DOWNING,02/13/2000,1530,Tornado, ,F0,0,0,3000,0,AL,CST, ,1091567,C,101,BMX,0,0,NWS STORM SURVEY, ,1,100,3,NNW,3,NNW,DOWNING,02/13/2000,1532,32.18333,-86.01667,32.2,-85.98333,"","The second of three tornadoes produced by the same supercell thunderstorm began in extreme east central Montgomery County near the town of Panther.  The 3 mile path apparently began around 330 PM just west of Panther and crossed CR 36 moving into northwest Bullock County near the Piney Grove Church.  The tornado crossed CR 37 near the Mt. Zion Church area and then dissipated around 335 PM.  There were numerous trees snapped or uprooted along the 100 yard wide track.  Beginning: 32 11.206/86 00.841  Ending:  32 12.741/85 58.371",5
5135021,BULLOCK CO.,MITCHELL,02/13/2000,1532,Tornado, ,F0,0,0,15000,0,AL,CST, ,1091567,C,11,BMX,0,0,NWS STORM SURVEY, ,2,100,5,SW,5,SW,MITCHELL,02/13/2000,1535,32.2,-86,32.21667,-85.96667,"","The second of three tornadoes produced by the same supercell thunderstorm began in extreme east central Montgomery County near the town of Panther.  The 3 mile path apparently began around 330 PM just west of Panther and crossed CR 36 moving into northwest Bullock County near the Piney Grove Church.  The tornado crossed CR 37 near the Mt. Zion Church area and then dissipated around 335 PM.  There were numerous trees snapped or uprooted along the 100 yard wide track.  Beginning: 32 11.206/86 00.841  Ending:  32 12.741/85 58.371",6
5135019,BULLOCK CO.,FITZPATRICK,02/13/2000,1542,Tornado, ,F0,0,0,10000,0,AL,CST, ,1091566,C,11,BMX,0,0,NWS STORM SURVEY, ,1,50,1,NNW,1,NNW,FITZPATRICK,02/13/2000,1543,32.23333,-85.88333,32.25,-85.86667,"The third of three tornadoes produced by the same supercell thunderstorm occurred just north of Fitzpatrick.  The tornado track was about 1 mile long and 50 yards wide.  The tornado crossed CR 7 about 2 miles north of Fitzpatrick.  Several trees were uprooted or damaged.  Beginning: 32 14.698/85 53.916  Ending: 32 15.155/85 52.937","",7
5140293,TUSCALOOSA CO.,FOSTERS,03/10/2000,2015,Tornado, ,F0,0,0,50000,0,AL,CST, ,1092764,C,125,BMX,0,0,NWS STORM SURVEY, ,1.8,60,2,N,2,N,FOSTERS,03/10/2000,2019,33.1,-87.7,33.11667,-87.66667,"A tornado touched down just northeast of the city of Fosters,  near Moody Swamp and US 11.  The tornado tracked just east of north and crossed the Black Warrior River before dissipating.  Numerous trees were knocked down along the path.  Several buildings received minor damage and one building suffered extensive damage.  Several houses and mobile homes sustained varying amounts of damage.","",8
5137316,TUSCALOOSA CO.,NORTHPORT,03/10/2000,2028,Tornado, ,F0,0,0,15000,0,AL,CST, ,1092775,C,125,BMX,0,0,NWS STORM SURVEY, ,3.3,50,8,NE,8,NE,NORTHPORT,03/10/2000,2036,33.3,-87.48333,33.33333,-87.45,"A weak tornado moved northeast through mainly timber land owned by Gulf States Paper Company,  north of the Black Warrior River.  A few homes near the beginning of the path,  and a few in the middle of the path, sustained roof damage.  Numerous trees were blown down or snapped off throughout the entire track of the tornado. Beginning: 33 19.678/87 30.549 Ending: 33 20.926/87 27.552","",9
5137794,PERRY CO.,HEIBERGER,03/10/2000,2056,Tornado, ,F0,0,0,40000,0,AL,CST, ,1092779,C,105,BMX,0,0,NWS STORM SURVEY, ,7,100,6,W,6,W,HEIBERGER,03/10/2000,2102,32.76667,-87.33333,32.8,-87.23333,"A weak tornado moved through mostly rural parts of northern Perry County.  Numerous trees were blown down or snapped off along the 7 mile path of the tornado.  At the Heiberger Grocery Store, one large portable building used for voting was totally destroyed, a glass gas sign was blown out by the high winds, windows were broken,  one wall of a building was moved,  and the store sustained minor roof damage.  Several homes in Heiberger also had minor roof damage.  One mobile home had a tree fall on it.  Beginning: 32 45.800/87 23.260 Ending: 32 47.050/87 15.771","",10
