EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
449837,PICKENS CO.,PICKENSVILLE,04/11/2013,1148,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74151,C,107,BMX,0,0,NWS Storm Survey, ,12.37,1050,3,NW,1,ESE,ETHELSVILLE,04/11/2013,1206,33.2654,-88.3073,33.4142,-88.1995,"National Weather Service meteorologists surveyed the damage in Pickens County and determined that the damage was due to an EF-1 tornado, with winds of 100-110 mph. This tornado was a continuation of the Noxubee County, Mississippi tornado (which had a maximum rating of EF3 in Mississippi). The tornado tracked into Alabama 3.52 miles northwest of Pickensville, near Aliceville Lake. The tornado tracked northeast to near Highway 14, causing relatively minor damage to pine trees along the path. The tornado then took a more north-northeast path, a slight left turn, tracking nearly parallel to Highway 75 for several miles. The tornado strengthened from near Jim Dill Road to Pine Grove Road, destroying several outbuildings and causing significant damage to a well-built two story home, and snapping off and uprooting hundreds of trees. Just northeast of Pine Grove Road, in the Macedonia community, a manufactured home suffered significant damage and several hardwood trees were snapped off. As the tornado approached John Moore Road, it turned right and moved northeast again. Several manufactured homes were destroyed and many trees were also downed near Ethelsville. The tornado crossed County Road 30 just east of downtown Ethelsville and lifted after it crossed a branch of Kincaid Creek.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",1
449838,WALKER CO.,KANSAS,04/11/2013,1345,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74151,C,127,BMX,0,0,NWS Storm Survey, ,5.49,500,2,NNE,2,N,PROSPECT,04/11/2013,1351,33.9197,-87.5361,33.9628,-87.4577,"National Weather Service meteorologists surveyed the damage in northwest Walker County and have determined that the damage was due to an EF-1 tornado, with maximum winds of 86 mph. The tornado touched down approximately 3/4 of a mile southwest of Dogtown Road, near Seamore Mountain, in the Mill Creek watershed. The tornado tracked northeast and crossed Dogtown Road where it uprooted several trees. The tornado continued northeast and crossed Highway 78 and Ritter Road, where the most significant damage occurred. Dozens of trees were uprooted and one single family home had portions of its roof and roof decking removed. The tornado continued northeast and crossed Nix Road, Nauvoo Road, Jagger Road, Johnson Road, and Slick Lizzard Road. Some minor structural damage was observed along these roads along with tree damage. The tornado finally lifted northeast of Slick Lizzard Road before it crossed Highway 5. This damage could not be linked to the tornado in southern Winston County at Poplar Springs.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",2
449840,WINSTON CO.,POPLAR SPGS,04/11/2013,1357,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74151,C,133,BMX,0,0,NWS Storm Survey, ,2.63,250,2,WSW,0,NE,POPLAR SPGS,04/11/2013,1400,34.0128,-87.4332,34.0346,-87.394,"National Weather Service meteorologists surveyed the damage in Winston County and have determined that the damage was due to an EF-1 tornado, with winds of 110 mph. The tornado touched down in a wooded, rural area west of County Road 21 and east of Indian Creek. The tornado tracked northeast and generally parallel to County Road 21. A hardwood tree snapped and fell on a mobile home near the beginning of the path on County Road 21. Additionally, the tornado snapped and uprooted dozens of trees beyond a strip mine area. The tornado completely removed the roof of a 50 to 60 year old home, damaged another nearby residence, and snapped and uprooted several more trees, one of which crushed a small produce stand. The tornado continued northeast where it demolished a large shed in the parking lot of another strip mine, and damaged the mine office.The tornado then crossed Highway 195 where it toppled more trees which fell onto nearby residences. The tornado lifted east of Highway 195 before it reached County Road 8.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",3
449841,WINSTON CO.,DOUBLE SPGS ARPT,04/11/2013,1410,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74151,C,133,BMX,0,0,NWS Storm Survey, ,1.17,300,1,SE,1,NE,DOUBLE SPGS ARPT,04/11/2013,1413,34.1421,-87.3203,34.159,-87.3199,"National Weather Service meteorologists surveyed the damage between Double Springs and Houston in Winston County and have determined that the damage was due to a brief EF-1 tornado, with winds of 105 mph. The tornado touched down along Highway 278 just east of the Winston County Airport. The tornado tracked generally north where it snapped and uprooted numerous trees. The tornado then moved along the Sipsey Fork, which feeds into Smith Lake. One boat house was destroyed, and a pontoon boat inside was flipped over. Several hardwood trees fell onto lake homes and sheds along Gary's Road and Spiller Road. The tornado weakened as it approached Robinson Bottom Road and lift north of Robinson Bottom Road.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",4
449842,WINSTON CO.,NESMITH,04/11/2013,1426,Tornado, ,EF1,0,1,0,0,AL,CST-6, ,74151,C,133,BMX,0,0,NWS Storm Survey, ,0.38,50,2,N,2,N,NESMITH,04/11/2013,1427,34.1931,-87.1196,34.1984,-87.1218,"National Weather Service meteorologists surveyed the damage in Winston County and have determined that the damage was due to an EF-1 tornado, with winds of 100 mph. The brief tornado touched down in a field just southeast of the intersection of County Road 45 and County Road 3734. This location was approximately 3.49 miles east southeast of Addison. The tornado snapped and uprooted several large trees, completely demolished two sheds, and damaged a double wide home where a woman was injured. The woman was injured as she attempted to enter her vehicle and go to a shelter. The tornado continued north northwest where it twisted and rolled an unoccupied mobile home over 50 yards. The tornado snapped several more trees and rolled an unsecured mobile home on Dakota Drive. The tornado lifted just beyond Dakota Drive.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",5
449847,BIBB CO.,HARRISBURG,04/11/2013,1518,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74151,C,7,BMX,0,0,NWS Storm Survey, ,20.16,800,4,ESE,3,SE,BRIERFIELD,04/11/2013,1541,32.8455,-87.1709,33.0034,-86.8788,"National Weather Service meteorologists surveyed damage in southern Bibb County and have determined that the damage was due to an EF-1 tornado, with winds of 90 mph. The tornado touched down near the intersection of Abercrombie Road (County Road 51) and Harrisburg Road in the Talladega National Forest of southern Bibb County. The only structural damage occurred at the beginning of the path where a home had siding torn off. Otherwise, the damage was confined to trees. The tornado strengthened as it paralleled County Road 51, snapping or uprooting numerous trees about 3 miles along the path. The tornado continued northeast and crossed Highway 219 and Highway 82. The tornado weakened as it continued northeast across Antioch Road (County Road 20) and Highway 139. The tornado eventually lifted immediately west of the Chilton County Line on County Road 2.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",6
448848,MADISON CO.,FARLEY,04/11/2013,1520,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74219,C,89,HUN,0,0,NWS Storm Survey, ,6.58,300,4,WNW,2,SW,HADEN,04/11/2013,1528,34.6146,-86.6387,34.6651,-86.5405,"A tornado touched down on the southeast area of Redstone Arsenal near the intersection of Redstone Road Southwest and Patton Road Southwest. Damage was seen just northeast of this location as several small to medium-sized trees were snapped along Magazine road. About a half mile northeast, off Sandpiper road, minor structural damage occurred to a medium-sized metal building system with two portions of a west facing wall blown out. Debris from the walls and small portions of the roof were thrown to the northwest, perpendicular to the storm motion and track.  Several pine trees were snapped and uprooted in this area as well. The tornado continued its track northeast toward the eastern edge of the Arsenal perimeter, where several larger trees were snapped and uprooted.  The tornado continued its track northeast and connected with the damage beginning around Craigmont road. ||The tornado continued to track toward the west side of Memorial Parkway (Highway 231), in the 9000 block of Craigmont drive. In this area, several large trees were snapped or uprooted with at least one falling onto the back of a house.  The tornado moved northeast, crossing Highway 231, with several trees snapped along Oldfield road. Extensive power line and power pole damage was also noted at the intersection of Whitesburg Drive and Lily Flagg road. Several wooden poles were snapped near the base and a street light was snapped at the base as well. Several  business signs were blown out in the area. The tornado was likely at its strongest point in this area, reaching EF-1 intensity.  ||The tornado then moved across several residential neighborhoods, snapping and uprooting both soft and hardwood trees. Minor damage to roofs, mainly from falling trees, was also noted. A large tree fell on a house on Valley View drive, causing major damage to the home. The tornado crossed Hickory Hill road, snapping trees and eventually causing minor tree damage in the Valley Hill Country Club area. The tonrado finally lifted near Haven Street, just west of Bailey Cove road.","The combination of a cold front and an associated upper level short wave moving through the region, resulted in two tornadoes and isolated wind damage across portions of north Alabama.",7
448850,MADISON CO.,DUG HILL,04/11/2013,1532,Tornado, ,EF1,0,0,0,0,AL,CST-6, ,74219,C,89,HUN,0,0,NWS Storm Survey, ,1.34,75,1,SSW,1,ESE,DUG HILL,04/11/2013,1534,34.7017,-86.5049,34.7148,-86.4876,"The same storm that spawned the Lily Flagg area tornado previously in Madison County, Alabama, caused an additional short-lived tornado that touched down along Dug Hill road near the Cheval Boulevard (Cheval neighborhood). At this location, several hardwood trees were uprooted and several power poles were snapped. In addition, large cedar trees and other smaller softwood trees were snapped and twisted further down Dug Hill road. Further east-northeast, a large swath of cedar trees and other hardwood trees were snapped or uprooted, with several snapped off near the base, which was consistent with EF-1 damage.  A roof was also ripped off a barn on the east side of Dug Hill road.  The tornado then lifted just north of Raintree road in Madison County, Alabama.","The combination of a cold front and an associated upper level short wave moving through the region, resulted in two tornadoes and isolated wind damage across portions of north Alabama.",8
435326,MOBILE CO.,LAURENDINE,04/11/2013,1629,Tornado, ,EF1,0,0,1500000,0,AL,CST-6, ,72173,C,97,MOB,0,0,NWS Storm Survey, ,0.81,75,2,ENE,2,WNW,BELLEFONTAINE,04/11/2013,1630,30.5131,-88.1456,30.5185,-88.1336,"A brief tornado developed along a squall line of thunderstorms moving across east central Mobile county, producing significant damage to 3 large storage warehouses, various outbuildings and numerous automobiles at the Evonik chemical processing plant on Degussa Road near the Theodore Industrial Canal.  Approximately 30 employee automobiles had the windows broken from flying debris.","On the Afternoon of Thursday April 11,  a line of strong to briefly severe thunderstorms crossed Southwest Alabama with isolated reports of severe weather damage.",9
449849,MACON CO.,CHEHAW,04/11/2013,1934,Tornado, ,EF2,0,1,0,0,AL,CST-6, ,74151,C,87,BMX,0,0,NWS Storm Survey, ,4.87,200,4,NNW,2,NW,NOTASULGA,04/11/2013,1943,32.5327,-85.7365,32.5943,-85.6958,"National Weather Service meteorologists surveyed the damage in Macon and Lee Counties and have determined that the damage was due to an EF-2 tornado. Wind speeds in Macon County are estimated at 120 mph. The tornado initially touched down along St. John���s Church Road at Saint John���s Church. Several tree branches were damaged along with several overturned grave markers. The tornado continued north-northeast crossing Hardwich Street where several outbuildings sustained damage, and County Road 39 and State Road 14 where several additonal homes and outbuildings were damaged or destroyed. On County Road 39, one brick home sustained major roofing loss and window glass breakage. One minor injury was caused from flying glass. Also in the same area, one mobile home had significant damage while another was completely destroyed. The tornado crossed State Road 14, strengthening to its maximum intensity. It significantly damaged a well-built two-story home, with considerable loss of roof material, one outer wall completely destroyed and another outer wall significantly damaged. Of note, the family of five took cover in an interior closet on the lowest level which kept them from injury. The tornado continued northeastward where it damaged an additional outbuilding pavilion, and crossed into Lee County, lifting along Roxana Road.","Severe thunderstorms ahead of and along a cold front moved across Central Alabama on Thursday, April 11th. Storms along the cold front formed into a quasi-linear convective system, causing wind damage and producing seven tornadoes across the area. Ahead of the line, strong daytime heating and increasing instabilities coupled with strong diffluence aloft created prime conditions for discrete thunderstorms to form. These storms caused wind damage across portions of northeast Central Alabama during the late afternoon.",10
